Protein IDs	Gene names	Ensembl ID	TPM.T1.BR1	TPM.T1.BR2	TPM.T1.BR3	TPM.T1.BR4	TPM.T2.BR1	TPM.T2.BR2	TPM.T2.BR3	TPM.T2.BR4	TPM.MZ.BR1	TPM.MZ.BR2	TPM.MZ.BR3	TPM.MZ.BR4	TPM.FoB.BR1	TPM.FoB.BR2	TPM.FoB.BR3	TPM.FoB.BR4	Copy.number.T1.BR1	Copy.number.T1.BR2	Copy.number.T1.BR3	Copy.number.T1.BR4	Copy.number.T2.BR1	Copy.number.T2.BR2	Copy.number.T2.BR3	Copy.number.T2.BR4	Copy.number.MZ.BR1	Copy.number.MZ.BR2	Copy.number.MZ.BR3	Copy.number.MZ.BR4	Copy.number.FoB.BR1	Copy.number.FoB.BR2	Copy.number.FoB.BR3	Copy.number.FoB.BR4
Q8BWU5	Osgep	ENSMUSG00000006289	61.233293	59.89023	55.165624	75.581018	56.720518	64.179178	73.260561	70.077722	53.178075	49.789487	55.427312	61.536714	55.430624	65.828386	61.171644	56.815984	16848.9	7829.59	12305	29470.4	15093.1	6098.78	24826.7	21111	67308.5	26669.7	86481.8	54029.9	24476.8	20012.5	50629	39995.4
Q6PEB4	Osgepl1	ENSMUSG00000026096	25.491626	26.417381	24.228174	27.195997	30.565736	27.245866	29.220935	32.2175	35.389608	39.815321	35.646051	35.663988	34.54381	29.803796	29.278427	26.496605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.708
Q78XF5	Ostc	ENSMUSG00000041084	170.620142	190.707819	155.640817	148.145532	177.24949	178.69198	149.499857	166.282068	157.182748	153.456049	127.468416	154.936838	145.723093	143.140268	135.802164	148.850549	42653.8	27827.6	60083.1	80998.1	42540.4	43709.3	55909.6	72933	79078.3	51840	104148	78728.8	32901.2	41129.2	72984.4	63545.5
Q62422	Ostf1	ENSMUSG00000024725	101.464304	118.035928	104.400858	102.046213	106.971033	107.113603	99.542551	103.872446	124.589708	119.947542	106.800607	106.557161	98.972391	110.184419	98.566736	95.778513	117984	77275.3	132344	211905	125886	94445.8	198944	145426	455110	153207	460948	339362	151077	103113	285119	214769
Q8BGT0	Ostm1	ENSMUSG00000038280	50.623209	58.01095	49.891832	51.621183	49.769792	56.770387	44.677522	50.304136	50.977052	56.684648	40.984964	46.926389	50.288854	43.632597	48.875978	42.152437	0	0	0	340.749	0	0	759.739	793.497	0	0	0	1812.29	0	0	1653.64	734.22
Q7TQI3	Otub1	ENSMUSG00000024767	96.613962	103.04751	91.955438	105.164827	100.112657	104.422609	109.619264	109.278253	85.24267	83.035928	81.071535	80.73485	102.712892	117.311273	100.324525	102.492105	110732	95545.5	144945	168763	129716	129408	177172	101007	254541	140461	311379	203087	118010	85164.5	173754	122658
Q9CQX0	Otub2	ENSMUSG00000021203	15.997783	18.114118	21.215721	18.397142	9.977506	10.64916	13.249179	12.229928	6.966087	7.250856	9.645094	8.400164	8.31653	7.547377	8.430024	7.890268	2379.6	2222.52	2431.24	4552.98	380.182	1110.54	681.43	308.616	467.617	193.835	359.389	262.701	152.862	99.5959	0	120.409
Q9CUB6	Otud1	ENSMUSG00000043415	92.237047	100.686273	114.630388	102.795724	71.138521	61.772741	92.316133	83.399919	22.606813	18.387504	34.63146	17.829561	54.922678	57.455656	83.236444	51.954042	0	0	82.385	1111.1	0	0	664.817	392.684	0	0	0	0	0	0	624.098	299.988
B2RRE7	Otud4	ENSMUSG00000036990	23.054376	24.69679	28.712213	28.046064	35.341528	37.884355	42.846944	40.832368	33.488348	35.187009	38.218904	38.585188	41.16612	32.494119	40.316457	34.394586	1741.52	1578.02	1380.82	3754.52	2117.17	1826.51	3371.59	2585.95	5303.05	1856.11	5363.68	3686.29	2567.61	1240.91	5182.02	3493
Q3U2S4-2	Otud5	ENSMUSG00000031154	149.917474	177.466135	190.032098	183.562234	182.885736	193.796869	210.066278	172.813455	130.34556	138.71647	198.104272	138.192926	181.056543	164.772684	169.761774	153.147516	0	92.5802	145.7	194.361	127.086	77.7078	791.072	0	180.478	0	273.073	0	0	0	0	264.388
Q8K2H2	Otud6b	ENSMUSG00000040550	13.573726	15.007495	13.165145	15.70796	16.956136	19.430263	14.107645	16.830528	14.959674	15.968875	13.96016	15.814987	19.455085	16.991884	18.560106	19.037309	869.939	425.103	1012.71	2557.29	794.028	825.017	1813.85	2293.81	3179.11	1144.62	4478.03	2907.73	936.724	328.394	3577.25	3602.45
B2RUR8	Otud7b	ENSMUSG00000038495	15.692777	18.783634	21.146619	20.720903	20.687276	25.757639	32.7516	23.291088	24.381206	22.919056	23.800804	19.655727	21.04614	17.884716	23.119655	23.887437	1102.77	1220.05	1128.99	2876.04	1013.34	1193.51	2344.25	2865.7	6678.95	1475.52	5829.28	4826.97	1360.98	761.467	3348.32	3214.2
Q3UCV8	Otulin	ENSMUSG00000046034	134.255533	163.786295	122.425165	153.817422	174.448633	195.11416	167.871408	170.026804	143.063409	145.430154	133.174158	128.397607	167.928354	186.06991	172.036462	162.217889	3961.47	4331.01	8011.94	11294.8	9152.57	10987.4	15115.3	12870.7	28047.9	16986.1	35926.5	26632.5	16686.4	6710.66	25025.4	22887.3
Q9D7E3	Ovca2	ENSMUSG00000038268	10.806262	13.467672	12.285037	12.252784	14.411877	12.913353	14.065185	12.629426	16.292572	16.359127	16.965406	16.496433	13.514431	14.319664	12.685844	14.374089	5416.04	3224.37	3478.22	21579.8	4408.41	2212.75	4925.55	5084.83	10982.8	5371.22	18320.2	8655.49	1692.89	0	13480.9	10321.9
Q8BGA9	Oxa1l	ENSMUSG00000000959	29.22785	34.550676	38.283754	40.421712	38.824876	39.406911	43.608881	43.280943	43.382398	45.438593	48.478704	43.764516	34.568594	38.753824	44.532705	42.382864	2683.32	1435.52	3656.86	7544.75	1719.29	1350.17	4343.37	4511.08	6732.03	2797.56	8349.46	5628.45	1283.41	485.963	3912.13	6514.4
Q9D0K2	Oxct1	ENSMUSG00000022186	20.713459	25.069715	22.027866	24.110321	31.381662	30.282348	31.103653	30.676406	28.208294	28.948778	20.924142	23.274963	27.41282	27.069938	26.106353	25.269546	38084.5	25156.9	34433.4	71933.2	29466.6	28961.7	51589.8	38560.8	55647.9	28430.3	61870.2	49291.2	19246.1	11274.8	49204.1	33368.5
Q8VE38-2	Oxnad1	ENSMUSG00000021906	15.481371	14.380094	14.609546	25.035022	19.502777	25.544597	33.708074	15.493783	18.461761	23.760763	24.497478	27.555208	18.7339	24.937267	23.431457	16.484562	1130.88	800.733	1097.25	4514.37	1099.47	2397.68	1418.49	1071.87	11024.4	4401.28	10188.5	5465.91	1509.99	395.415	1984.45	3427.84
Q4KMM3-2	Oxr1	ENSMUSG00000022307	32.990823	39.154253	30.518764	35.307489	33.727296	42.975774	33.514322	37.044752	43.912679	44.2506	39.428682	42.08737	48.737028	39.205816	41.046896	37.600759	1815.18	1190.39	2370.75	3662.41	1382.66	1917.74	2479.16	2119.02	6026.54	2767.01	4977.27	3672.3	2609.28	1551.51	5187.92	3899.18
Q9D404	Oxsm	ENSMUSG00000021786	3.972956	3.59652	2.834441	2.240845	4.59119	3.524155	5.45356	3.704825	5.274715	4.031637	5.102333	3.568377	4.807531	5.648055	3.312267	4.079095	3707.96	3109.11	4452.73	6540.51	4275.98	5152.21	5268.99	3025.34	24481.6	8696.78	22284.5	14979.6	7428.67	2460.62	12520.7	5197.2
Q6P9R2	Oxsr1	ENSMUSG00000036737	9.930403	12.030196	13.496976	12.284156	13.113843	14.970266	16.293058	15.025649	14.19615	12.870348	14.331134	12.73118	13.373777	12.252107	16.28597	12.150807	19292.8	17674.8	19975.7	37734.2	20198.3	19764.8	26972.3	26835.4	55488.2	32218.6	60528	48771.6	17415.2	14945.8	35243.5	31316
Q9JJX6-3	P2rx4	ENSMUSG00000029470	66.369691	66.808824	52.152055	80.403444	98.700182	88.961702	84.589594	87.827043	82.552965	101.531572	90.323419	97.646013	109.051378	103.07757	119.703882	83.727113	841.715	269.042	570.197	816.53	1619.65	785.809	2022.6	806.903	3797.14	1431.97	5228.37	4671.66	2343.89	1687.72	5324.36	4096.13
Q8BFU7	P2ry10	ENSMUSG00000050921	28.64557	33.723219	32.505361	26.577594	49.374246	57.106649	55.522249	45.159399	22.670333	24.125398	34.995531	24.427	62.697824	54.9433	74.03541	58.882097	0	0	0	0	146.695	789.57	0	492.434	0	0	0	0	707.194	123.607	2550.46	1294.01
Q9DBN4-2	P33monox	ENSMUSG00000025871	57.446962	63.328081	55.982454	59.525426	55.607832	61.051363	61.669637	57.156225	51.2917	43.82028	49.663381	49.777357	56.957971	54.163972	57.023779	50.447141	0	0	485.117	479.854	0	0	306.808	341.072	0	0	408.771	756.323	0	0	0	324.98
P09103	P4hb	ENSMUSG00000025130	178.664224	193.457681	181.688577	192.079691	175.107034	174.997537	184.061411	183.938669	193.133707	185.598886	169.027246	158.574976	173.068765	180.929208	181.297342	157.558755	241336	171137	218589	363918	196669	169252	247127	161799	313125	184023	397374	231132	163422	99097.7	293633	179891
P50580	Pa2g4	ENSMUSG00000025364	34.252214	36.328191	37.267145	39.028032	49.643579	50.993684	55.076158	55.083395	65.456323	62.795782	59.483579	68.709924	45.996774	44.991136	47.072691	49.206289	205466	175029	219859	349097	170269	166302	213713	165276	460016	210931	339389	300432	101000	80510.6	176153	104607
P29341	Pabpc1	ENSMUSG00000022283	130.616281	158.516519	175.282602	153.021844	189.237543	187.882349	252.267633	211.845819	280.754785	238.179712	279.366205	253.684	172.915384	168.686334	210.005548	208.697504	138520	120280	158432	294011	157437	148966	234858	178166	323817	150955	358820	252757	143323	103429	259191	210014
Q6PHQ9	Pabpc4	ENSMUSG00000011257	4.692058	4.519612	5.811607	4.849589	6.69066	6.089414	8.395578	7.354639	9.734184	9.275307	11.192137	10.81215	5.706037	7.213287	6.267753	8.516775	8929.08	4313.26	7228.54	12276.1	9221.21	7834.47	10200.2	6217.72	32895.3	9667.83	29955.3	23092.5	4850.5	2367.8	6830.63	5621.79
Q8CCS6	Pabpn1	ENSMUSG00000022194	188.068597	207.807123	206.981653	211.768625	236.420084	267.091058	252.248743	256.757379	180.646341	209.993036	221.937494	245.337091	214.460168	244.128687	221.183344	244.164468	69524	69479.9	123285	178339	105692	105167	185750	117841	208196	141200	235033	164924	77143.9	69798.8	210478	134615
Q9D3X5	Pacrgl	ENSMUSG00000029089	25.718282	27.280777	26.117448	27.161304	27.074791	27.6532	26.100591	27.449344	34.269712	32.654749	30.044054	32.259992	24.047538	20.487468	23.9512	19.938984	281.712	611.255	827.436	1543.66	577.483	0	0	529.092	0	0	0	1579.38	429.104	0	0	757.879
Q8K212	Pacs1	ENSMUSG00000024855	23.611103	33.709051	27.892418	31.667102	62.614191	72.631441	66.210085	69.259348	45.727094	42.33119	44.960119	41.493402	86.277628	81.08143	82.53824	66.438036	3110.86	1966.41	1932.14	4327.75	7096.31	7361.94	11423.1	9001.12	21233.5	8843.73	23476.9	15588.3	9132.25	7175.78	25944	19384
Q61644	Pacsin1	ENSMUSG00000040276	1.767901	1.717914	1.383258	5.77624	11.539778	10.473089	6.446977	12.750713	19.3204	30.040386	25.273719	14.944911	25.890894	27.595255	25.408773	29.516698	0	0	0	0	427.606	0	149.351	366.902	16100.3	3915.5	19400.3	14617.8	5202.08	2882.5	11728.7	5030.22
Q9WVE8	Pacsin2	ENSMUSG00000016664	38.995477	53.594957	42.643549	49.336813	41.151151	45.881685	45.547968	47.682745	76.286737	68.832964	70.920839	73.210962	40.898161	33.887197	32.85948	32.896337	18259.2	15084.1	16653.9	32597.9	22075.7	21710.2	26183.1	20738.2	70229.7	35762.7	78957.1	68905.6	14280.5	8546.39	31658.6	22854.1
Q08642	Padi2	ENSMUSG00000028927	13.86889	18.166544	19.099609	19.497533	7.243737	7.978307	6.978454	8.313515	3.634186	3.511853	3.021152	3.414914	6.504218	5.587962	5.276902	4.129836	2869.38	1126.83	4112.3	5861.56	1086.41	946.541	4945.88	2869.23	167.196	374.12	687.947	668.471	288.106	183.834	1744.94	988.562
Q9Z183	Padi4	ENSMUSG00000025330	4.017094	3.93356	7.45041	4.23403	0.1	0.447005	0.665277	0.1	0.490092	0.587509	0.694754	0.757869	0.1	0.1	0.245609	0.1	0	0	146.191	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8K2T8	Paf1	ENSMUSG00000003437	63.700811	76.216821	73.671564	84.618127	84.211053	92.301851	90.488939	98.167146	81.671945	86.156099	108.604227	84.172823	107.951189	96.261438	100.933267	89.485025	12585.3	11638.5	17502.6	26975.6	14705.9	15392.5	26665.8	21347	26093.7	16652.6	46730.4	31971.2	12741.2	7907.79	32515.4	23673.2
P63005	Pafah1b1	ENSMUSG00000020745	18.212459	23.851602	23.74419	22.633434	28.203016	24.075681	30.704837	28.480653	24.3824	22.233421	29.664592	26.123163	28.380876	20.591404	31.465963	26.025858	54170.4	55024.5	73499.8	112485	58917.9	64046.3	87306.7	53951.9	97763.1	49424.9	115000	57141.8	61663.7	34780.1	110169	68965.3
Q61206	Pafah1b2	ENSMUSG00000003131	23.586305	30.088928	26.932432	28.96227	34.352548	38.082079	41.342653	40.088892	32.456117	31.397901	28.609375	30.653465	35.566862	30.249445	30.817869	30.440857	33723.9	34961.1	35035.1	53102.4	45491.7	50450.5	61501	39536.5	131615	70869.6	145478	77951	48500.3	36992.6	89206.9	40349.2
Q61205	Pafah1b3	ENSMUSG00000005447	337.622125	367.866998	365.620355	335.592737	128.548151	132.024042	140.720895	134.998682	46.652963	39.658281	43.186002	37.915048	76.260233	89.688348	80.565492	76.727419	453243	340484	475796	736200	229169	174491	339930	251999	65191.7	30737.1	110072	54818.1	48006.6	32495.7	97198.4	70747.8
Q3U1F9	Pag1	ENSMUSG00000027508	41.815141	38.620466	61.55731	55.462995	68.023248	63.453485	95.813387	83.577943	42.255697	44.767912	72.677446	50.880434	69.335771	72.597231	111.524934	78.845377	4957.43	6243.53	7929.44	13368.9	6444.19	6999.37	17979.3	18512.8	5971.03	4589.34	13214.2	11569.2	8873.12	5005.55	26302.4	19495.8
Q99L02	Pagr1a	ENSMUSG00000030680	13.688873	51.614381	28.609787	22.449102	23.945295	13.60446	35.241472	13.082374	14.893444	46.839159	30.838335	33.06207	45.356779	14.208662	11.643313	54.830255	1806.66	0	712.315	4363.8	2043.81	416.859	446.08	892.742	2522.37	766.216	5585.9	4384.07	1375.46	1266.9	431.419	1117.95
Q9DCL9	Paics	ENSMUSG00000029247	61.770078	73.486879	60.620016	64.536066	89.128877	88.673311	75.08748	87.030733	90.194139	83.098833	78.948358	86.807481	83.056482	73.798196	81.864137	75.189874	62280.2	51411.3	51096.7	95040.7	71148.8	67769.9	85674.7	56200.3	213532	87930.8	207532	135766	45239.2	30933.7	92418.8	58012.8
Q8VE62	Paip1	ENSMUSG00000025451	6.826072	6.538105	10.279662	4.774213	10.139113	7.30351	6.905228	11.487097	10.006291	9.095329	9.225566	15.229537	14.725252	11.659489	10.593466	10.843112	3683.63	2733.78	4811	8867.74	4594.8	3244.93	6987.38	4503.3	12106.8	4372.62	12995.1	8829.38	3762.85	2156.7	4753.62	6002.81
Q9DCE5	Pak1ip1	ENSMUSG00000038683	73.875261	78.875124	80.59617	71.620683	93.11976	82.542123	96.368517	96.305574	69.234186	58.227697	67.911699	55.311948	78.947794	88.873888	83.152544	86.816179	10964.9	5091.27	8409.7	16434.9	18928.7	13293.7	23950.7	13810.9	32496.9	12471.2	39394.6	19998	24104.5	10071.1	37687	14673.4
Q8CIN4	Pak2	ENSMUSG00000022781	41.76444	49.353086	45.930505	45.603017	58.792394	61.527044	59.321096	61.792402	52.949861	49.634725	47.679479	52.383752	69.354234	58.471155	64.627496	63.736623	50698.2	61728.2	58933.5	122922	81622.4	76643.8	129096	87954.5	209578	87116.6	238906	136181	92306.1	62404.4	178721	127185
Q9Z0P4-2	Palm	ENSMUSG00000035863	14.27492	20.932687	19.261747	20.926334	7.29601	9.576338	9.939095	10.918511	0.821144	0.487858	1.180535	1.071811	2.408496	3.002987	4.556491	2.213494	2945.41	1828.91	6628.54	7175.73	214.689	1307.36	2083.91	1275.11	945.003	0	1419.28	0	0	0	788.301	957.194
Q9CQV1	Pam16	ENSMUSG00000014301	31.923845	24.844062	33.522333	34.113016	29.190246	28.545877	24.086895	30.459663	33.059515	28.087461	31.037731	31.317873	23.422567	27.676109	27.09736	26.746151	2953.13	3281.14	4196.46	5301.45	2984.09	1900.03	5111.53	5476.72	13364.2	5016.21	16772.2	10837.9	0	1695.69	5771.5	5910.96
Q8BGF7-4	Pan2	ENSMUSG00000005682	52.660711	69.15899	61.931261	68.563478	68.645158	72.911996	75.680315	74.258768	65.978922	74.185327	85.456468	67.093584	71.767	67.163713	72.397203	53.04836	728.389	386.28	639.591	2154.16	938.328	942.585	1724.25	2063.66	1367.42	554.164	1441.5	1495.79	966.949	420.276	1057.8	1450.61
Q640Q5	Pan3	ENSMUSG00000029647	34.260614	35.564336	48.18601	46.577482	53.361463	55.120645	59.248853	55.221109	55.28792	63.059011	80.386972	62.403917	50.215562	47.75274	70.460916	56.818746	1436.56	1157.26	1995.62	4096.07	1580.34	1195.17	3712.51	3407.94	3093.64	810.366	4084.94	3330.15	1700.16	923.053	3725.82	2935.58
Q3U4S0	Pank2	ENSMUSG00000037514	38.075002	58.539632	39.42151	43.862321	58.557188	53.648832	57.834821	54.917196	55.906309	45.883741	52.366071	57.182352	61.880083	53.261877	64.343134	43.163972	867.122	1182.75	1422.7	2146.45	1244.75	1462.52	2222.92	2394.12	11176.7	2811.34	8410.99	4856.45	1589.69	835.567	5320.24	3675.84
Q8R2W9	Pank3	ENSMUSG00000018846	9.819301	10.092948	8.405348	10.540338	12.559234	11.303113	12.759749	13.45141	7.483622	8.055433	6.24458	8.386305	15.122619	10.98071	11.758532	12.283488	0	323.965	0	296.122	504.518	523.81	0	0	1057.07	582.215	262.567	617.169	325.949	152.046	195.943	321.895
Q80YV4-2	Pank4	ENSMUSG00000029056	63.057218	80.153642	90.544664	82.544481	82.521638	86.851877	97.654893	88.236879	63.761518	81.186205	97.664819	74.96158	83.045923	82.822626	89.262537	77.703226	2787.87	2058.77	2391.16	4983.52	4189.83	5072.57	3961.8	5459.94	11377.8	3498	10399.6	7041.83	3308.32	1999.37	6917.62	4912.67
Q9JIP4	Panx1	ENSMUSG00000031934	31.078052	43.250181	32.807428	34.095838	40.839281	38.220625	41.230676	40.175119	46.452787	41.601236	32.192087	16.648813	18.287498	37.482679	17.08772	30.255872	674.7	441.428	1373.98	851.11	658.23	701.061	1884.16	657.599	981.374	623.336	1915.59	611.223	592.835	381.759	1682.36	440.818
Q8C0L6	Paox	ENSMUSG00000025464	2.315596	2.408216	2.185962	3.17998	3.211993	3.51141	2.683333	4.050205	3.700256	3.684034	5.195002	4.173221	2.843061	1.521184	3.316885	2.049233	11693.9	2179.13	1236.68	4966.38	11943.1	747.576	13466.7	1107.73	13366.6	9050.37	23133.1	11991.8	8237.33	6214.15	17759.8	17700.9
Q91YI6	Papd4	ENSMUSG00000042167	43.945387	58.695131	52.963529	49.240919	50.326944	51.606222	52.949274	46.778947	58.900758	58.173605	54.639951	52.963613	46.759405	43.987714	45.377977	42.395437	154.629	0	218.843	638.032	214.104	257.526	258.167	581.947	552.59	0	1025.6	6812.28	0	0	574.455	353.938
Q68ED3	Papd5	ENSMUSG00000036779	14.928938	21.048471	20.509735	23.097801	22.33465	27.618261	29.173895	24.248754	30.114086	26.368538	29.526191	27.105043	29.207874	27.74131	37.007211	28.43683	668.699	0	444.605	1454.69	928.985	656.47	1418.27	1245.48	5022.63	1402.7	4679.01	2405.11	1173.2	697.168	2577.93	888.211
Q61183	Papola	ENSMUSG00000021111	135.046884	212.852411	146.738718	215.236917	189.029688	196.570657	175.686044	199.633905	176.137384	210.544138	147.51124	179.842508	221.938181	178.91337	172.00567	200.74119	17826	14630.5	24968.3	37146.2	14075.8	15112	29323.2	21871.7	36545.9	21674.3	47488.7	38880.4	11250.6	9946.68	26148.5	21081.5
Q6PCL9	Papolg	ENSMUSG00000020273	30.561988	40.756101	30.752559	34.041021	44.427324	50.129751	41.339544	41.725504	31.926441	35.580854	35.667699	31.71657	57.906007	45.591615	55.34778	42.262785	290.319	318.865	93.1569	828.322	467.095	0	837.172	739.681	1109.76	202.043	1420.78	1328.4	397.986	249.818	1870.1	763.027
Q60967	Papss1	ENSMUSG00000028032	14.095738	15.143789	15.072575	12.342998	19.751596	16.773187	19.546928	19.237915	23.097053	17.356159	16.66369	18.043481	19.570417	16.192466	18.664926	18.349817	3158.42	2010.67	5980.71	10875.1	6886.64	6431.45	12007.2	8756.53	15208.6	9388.33	30793.6	26049.4	6409.59	3873.36	20796.1	18611.8
O88622	Parg	ENSMUSG00000021911	54.057859	91.670114	77.503656	89.617578	97.10914	88.805093	78.656168	82.604608	80.410577	68.307207	97.850046	72.242639	86.843759	70.470399	83.213991	81.774332	2428.27	1772.62	3553.15	5444.18	2667.38	2430.39	4891.79	4989.33	8666.09	3418.72	7034.66	10930.6	1972.41	1476.08	7186.08	4236.17
Q99LX0	Park7	ENSMUSG00000028964	185.473505	213.265253	172.782983	188.392236	232.873865	229.743326	224.03399	239.224573	250.662668	232.628229	201.792078	205.457224	225.613489	259.236871	243.090234	246.262506	356607	298416	349102	906537	428965	419937	579736	466334	1751370	724806	1840950	1273940	484292	368575	968779	904288
Q5XJY4	Parl	ENSMUSG00000033918	72.466508	79.365343	66.534685	73.189073	86.513956	86.11062	81.065141	88.952798	75.159242	80.100656	72.123361	83.268724	75.10148	83.50136	77.703409	76.020547	1828.67	0	389.713	3144.92	1012.97	198.158	3807.36	1956.87	3530.86	2806.17	6324.77	5227.28	862.722	497.438	2639.44	1639.47
Q8VDG3	Parn	ENSMUSG00000022685	52.049203	60.94808	52.710413	57.293119	58.883493	54.982122	57.528699	56.714273	57.79978	58.624609	58.077875	52.393461	51.757593	42.351938	51.789068	46.093694	5029.01	2583	9121.37	16623.7	10507.1	6537.55	11855.8	18895.9	33100.4	19153.1	50273.1	37183.7	8170.88	4427.06	18365	18623.2
P11103	Parp1	ENSMUSG00000026496	197.331888	246.045816	215.546854	236.053354	293.52572	321.723322	306.326654	301.322839	153.668848	157.315424	153.746774	136.621545	318.564722	332.213403	332.09884	285.186731	132108	129150	163382	263447	241092	225968	312036	291421	381053	218837	499245	293314	409006	281425	702665	546999
Q8CIE4	Parp10	ENSMUSG00000063268	34.319837	42.599363	51.668306	44.371431	38.935697	37.791299	49.309576	41.94322	44.513597	46.820562	58.059774	42.810556	38.855917	38.623308	49.28644	35.866148	838.059	332.655	771.131	2610.14	978.968	944.159	2069.88	1278.27	2641.68	976.38	4701.72	3085.66	872.812	413.535	2688.39	1674.5
Q2EMV9	Parp14	ENSMUSG00000034422	27.01621	27.74489	37.070886	37.728197	30.386762	31.619278	40.89203	39.218084	26.192646	28.877479	32.76687	33.684534	33.546087	30.403406	38.706411	33.798654	10064.2	2166.32	5123.19	10674	4268.36	4042.06	7478.58	5830.97	8641.56	4387.27	13048.3	11455.8	5604.87	2634.85	11162.3	7540.59
O88554	Parp2	ENSMUSG00000036023	71.519861	87.390588	69.807207	78.985818	78.366167	84.233034	76.360109	85.637895	73.437242	81.841974	97.781633	80.276514	96.315233	94.974168	92.496736	87.349359	5583.51	4543.04	9044.03	13581.2	9227.7	7397.87	8761.83	7891.6	14895.6	8021.93	17083.9	14039.7	7383.22	5911.36	15756	13108.1
Q3ULW8	Parp3	ENSMUSG00000023249	40.852796	61.395513	44.051378	51.140783	50.80425	62.059373	48.767919	56.61157	40.261209	51.337576	45.075548	43.521314	52.974336	62.231977	51.457716	51.460943	0	0	159.368	0	0	326.157	316.749	109.759	347.861	0	282.654	0	0	84.8587	133.192	199.095
Q3ULW8-2	Parp3	ENSMUSG00000023249	40.852796	61.395513	44.051378	51.140783	50.80425	62.059373	48.767919	56.61157	40.261209	51.337576	45.075548	43.521314	52.974336	62.231977	51.457716	51.460943	8713.26	11241.9	14328.2	14688.1	28077.3	35060.7	37005.6	26018.9	82547.1	56405.9	112936	64264.6	53382.6	31710.8	93725.4	58922.5
E9PYK3	Parp4	ENSMUSG00000054509	7.021883	6.679839	10.564152	9.273403	10.172176	11.334081	11.999676	13.719996	15.274588	17.438402	19.086158	17.226055	15.048339	13.563678	17.027231	15.258355	78.8309	23.2356	31.9751	1025.39	147.238	144.842	433.07	416.403	1100.72	111.27	866.703	569.706	301.133	773.148	1163.51	1756.53
Q8CAS9-2	Parp9	ENSMUSG00000022906	46.302152	56.958444	62.305158	62.925962	49.977785	51.033735	59.108766	51.788129	49.437685	49.508749	59.430112	51.245515	42.967714	45.869775	54.978857	45.297224	4723.54	1630.75	5076.7	9973.6	4192.84	3944.08	8560.86	5551.26	14369.4	4594.44	20063.7	10921.9	3615.41	2126.79	12110.3	6304.71
Q8CFI5	Pars2	ENSMUSG00000043572	8.106186	7.08129	7.604467	10.478172	11.228174	11.638857	9.666895	10.075039	20.113618	12.578892	8.934867	16.660301	16.039523	16.651586	13.034452	11.402844	3312.96	1277.04	3169.12	4769.7	3419.51	4103.9	5500.39	6388.84	21135	9578.43	21165.4	20011.6	5089.47	1700.95	10202.3	9064.1
Q9ERD8	Parvg	ENSMUSG00000022439	160.044733	203.547922	173.90159	191.340189	180.271402	200.31283	187.798318	190.314874	159.943903	153.891138	136.958627	149.140497	155.963708	158.482797	150.969003	150.682947	16968.7	11969.8	24463.4	25929.8	21676.1	20515.4	31301.7	15551.8	55446.4	29003.6	69289.2	29179.7	14694.2	12818.1	36645.2	18924.4
Q8CEE6	Pask	ENSMUSG00000026274	1.321808	2.121827	2.213777	3.193505	1.126523	0.979677	1.604541	2.170767	1.302487	1.489215	2.997483	0.976097	0.599046	0.606037	1.421038	0.533318	178.356	0	19.2792	952.125	0	0	107.13	98.1753	0	0	0	0	0	0	0	0
Q3TC46	Patl1	ENSMUSG00000046139	15.139842	20.174226	19.455946	18.673921	21.495895	23.717769	25.503816	25.347877	21.977863	18.881727	25.15546	20.492801	23.998026	20.130697	23.832994	21.333366	703.623	1134.54	669.97	4049.87	383.022	705.979	12569	1825.46	415.135	164.641	1482.76	850.693	262.265	458.909	1644.19	2280.64
Q5NBZ2	Patz1	ENSMUSG00000020453	37.683164	42.906332	51.729749	55.320577	53.501596	47.193555	60.021497	55.313413	43.408712	41.444795	55.010141	40.855417	46.46364	41.318079	51.355085	35.97719	456.131	0	523.011	1664.01	125.367	217.997	725.129	1535.97	203.05	0	193.694	457.82	0	124.003	501.264	513.272
Q02650	Pax5	ENSMUSG00000014030	60.67531	75.517488	98.966898	96.454889	77.087076	82.457094	99.576463	108.451105	89.177187	86.641183	97.473466	79.72191	75.688425	94.818246	88.489183	78.471727	92093	54378.7	128340	171607	60189.1	68155	94704.9	99274.3	78622.8	55142	122592	97782.7	30640.6	28219.8	86915.4	89713.6
P58501	Paxbp1	ENSMUSG00000022974	47.130544	51.097391	51.622762	53.959627	53.965654	63.050207	67.699953	65.570001	56.949457	67.092043	69.789613	58.846685	66.365976	60.460729	66.549074	53.682081	4167.35	3672.89	6661.32	9241.56	5579.15	6425	8971.08	7040.67	10612.4	6426.43	14063.1	9902.07	6424.37	3712	10290.9	8153.47
Q6NZQ4	Paxip1	ENSMUSG00000002221	19.162313	27.417806	26.964391	31.869033	27.076437	27.50177	26.742376	27.945026	22.74739	25.531293	27.855302	25.306573	23.456564	27.820207	27.854198	20.615482	1368.71	92.7378	1249.9	1901.26	1288.19	758.152	1386.05	1744.39	1963.15	289.654	2749.93	1457.66	1238.9	182.298	2049.21	1799.61
