Protein IDs	Gene names	Ensembl ID	TPM.T1.BR1	TPM.T1.BR2	TPM.T1.BR3	TPM.T1.BR4	TPM.T2.BR1	TPM.T2.BR2	TPM.T2.BR3	TPM.T2.BR4	TPM.MZ.BR1	TPM.MZ.BR2	TPM.MZ.BR3	TPM.MZ.BR4	TPM.FoB.BR1	TPM.FoB.BR2	TPM.FoB.BR3	TPM.FoB.BR4	Copy.number.T1.BR1	Copy.number.T1.BR2	Copy.number.T1.BR3	Copy.number.T1.BR4	Copy.number.T2.BR1	Copy.number.T2.BR2	Copy.number.T2.BR3	Copy.number.T2.BR4	Copy.number.MZ.BR1	Copy.number.MZ.BR2	Copy.number.MZ.BR3	Copy.number.MZ.BR4	Copy.number.FoB.BR1	Copy.number.FoB.BR2	Copy.number.FoB.BR3	Copy.number.FoB.BR4
Q9QYR9	Acot2	ENSMUSG00000021226	19.754102	23.295246	20.684206	21.269512	22.155929	24.245262	29.184715	25.579589	18.323654	14.984356	19.598308	14.021772	20.776712	26.145706	23.921201	19.323162	23567.4	37313.5	25137.8	42470.4	48709.2	49751.2	71402.8	41818.6	146148	79571.3	159686	116577	70629.7	54048.4	126924	58306.1
Q91V12-2	Acot7	ENSMUSG00000028937	2.965282	5.456316	2.818658	6.267211	8.448642	13.095659	12.726982	9.422066	6.928524	9.219533	6.314056	7.542029	12.080869	16.166078	12.330999	13.759512	4391.82	6486.94	6296.17	21416.1	4912.17	3941.36	12559.1	7447.5	4392.46	2856.7	16632.5	10766.3	638.523	976.491	7798.86	4882.3
P58137	Acot8	ENSMUSG00000017307	30.963869	46.779466	38.289144	36.039533	38.168417	35.381151	39.14171	35.610025	35.016649	39.197149	49.258245	37.037691	41.708185	42.061372	43.916513	39.581094	2640.24	1434.44	721.881	4151.2	2129.31	2235.65	2692.23	4445.11	8364.65	3598.48	12318.4	6062.21	1815.95	1697.97	4106.94	5781.5
Q9R0X4	Acot9	ENSMUSG00000025287	28.926202	35.616171	29.531999	34.408025	39.190572	44.729517	44.158384	37.200224	26.090986	26.60293	24.978881	27.912416	41.427869	45.230493	45.57728	41.047861	20811.7	16481.5	21494.5	33569.7	33494.2	36304.9	42649.1	37055.8	92926.3	42679.1	86947	60257.4	41981	29009.2	85463.5	58150.5
Q9R0H0-2	Acox1	ENSMUSG00000020777	15.77277	17.266166	15.257521	17.284221	18.70504	18.937795	18.408708	22.51992	22.474651	22.808668	22.265474	23.557712	20.891761	19.718292	25.74307	18.382593	282.303	0	142.898	1046.02	94.5428	73.3108	161.886	129.423	0	0	199.807	397.832	0	0	399.58	294.065
Q9EPL9	Acox3	ENSMUSG00000029098	100.015184	116.419641	98.874574	119.835893	117.468393	120.976556	117.074174	127.078996	138.444131	137.124963	141.174234	131.410608	112.109453	97.869951	103.881174	95.454584	4167.96	4387.32	3896.6	13122.5	8179.22	6008.75	14332	11609.3	37337.6	17226.1	39606.9	35650.4	6956.57	4693.75	21555.3	13615.4
Q9D358	Acp1	ENSMUSG00000044573	10.647674	24.406252	15.586323	14.953099	17.495674	16.470535	17.478569	14.566767	19.929264	18.271644	17.897464	18.501823	14.82651	16.657747	14.79329	14.379789	41810.3	30480.9	61216.2	41967	27910.2	39428.6	33741	34368.4	102642	54742.2	128465	92938	48820.7	21915.4	34704.8	38699.9
Q9D358-2	Acp1	ENSMUSG00000044573	10.647674	24.406252	15.586323	14.953099	17.495674	16.470535	17.478569	14.566767	19.929264	18.271644	17.897464	18.501823	14.82651	16.657747	14.79329	14.379789	1551.96	3034.91	4631.28	0	3530.97	3986.11	9036.15	3240.95	7452.35	6500.84	17601.7	9780.94	3435.18	2642.89	8106.69	2853.29
Q05117	Acp5	ENSMUSG00000001348	387.166589	451.012994	340.139764	361.759698	343.562372	351.982996	314.496362	311.021112	373.21908	339.82699	284.541986	281.744318	243.774637	244.117838	222.992502	202.756693	1370.32	0	2889.13	3514.33	1220.82	0	2877.39	1881.83	5899.13	1527.02	9036.65	3566	0	557.679	1361.87	0
Q8BP40	Acp6	ENSMUSG00000028093	37.874429	44.542974	39.798372	45.413675	53.132852	55.548299	46.871698	58.158105	64.837724	69.117632	75.296693	63.806055	53.146032	50.140115	55.175512	55.886713	19905.7	26404.2	25368.9	51059.6	19436.8	26216.5	31421.5	24075	32457.1	19023.2	53419.2	39756.5	9482.4	7508.82	32190.6	19208.3
Q8VCW8	Acsf2	ENSMUSG00000076435	14.477938	15.681029	17.798099	17.67132	26.583322	22.981519	28.133503	28.056144	45.981149	40.210058	46.378633	42.114099	36.919649	30.987325	38.640947	35.483797	49776.9	41984.4	68647.9	84829.9	96085.9	102354	130724	138746	584565	364361	662805	531778	225853	130683	431813	271268
Q3URE1	Acsf3	ENSMUSG00000015016	11.22574	15.385012	17.399511	16.163021	17.355831	16.086088	18.855171	17.98678	17.756118	15.518444	16.917863	15.309577	15.250644	18.788358	17.141214	14.412788	3573.68	3256.71	5548.2	6869.69	5675.9	5650.92	9894.04	7334.87	20561	9420.39	24373.6	17436.4	5954.37	1953.22	13608.8	5424.62
P41216	Acsl1	ENSMUSG00000018796	37.579332	43.794012	58.536829	61.019376	42.206384	32.091758	52.511926	54.906946	33.583631	42.81925	51.581644	42.550737	31.153423	32.553194	41.479116	48.499776	11480.3	6920.6	13560.8	17612.1	8676.42	8330.23	13906.2	15667.9	16389.1	6827.71	23286.4	19133.3	5448.53	1990.05	14501.3	10164.4
Q9CZW4	Acsl3	ENSMUSG00000032883	7.916182	9.237938	7.385097	7.838173	18.457367	14.58092	11.377979	16.230642	9.885576	9.27485	8.236656	8.533952	24.603704	17.322267	18.380355	14.816078	762.008	613.076	724.547	2625.01	775.827	1232.48	1497.7	1801.33	403.112	192.26	1128.28	1149.53	1190.33	879.765	4074.23	4550.41
Q9QUJ7-2	Acsl4	ENSMUSG00000031278	13.397585	15.933243	11.525254	15.520441	17.455957	15.354394	12.770756	14.730432	17.530294	17.467411	13.913486	16.574937	17.21042	13.451186	12.813591	14.166652	6148.88	3794.74	8703.35	7358.94	3718.96	3964.9	6513.16	6819.17	8741.43	3763.87	10184.6	8576.44	2325.32	1718.76	5915.69	5034.13
Q8JZR0	Acsl5	ENSMUSG00000024981	46.439977	58.729875	50.517271	52.95672	59.932409	63.626421	63.290788	60.544656	72.797662	69.633737	67.137437	64.970934	65.866098	63.054227	61.343103	53.152872	8966.91	6830.33	6465.61	15926.4	13605.1	8379.4	16647.3	11900.1	24709.9	11253.2	30934.9	20402.1	8314.28	3837.4	19195.5	13616.7
Q99NB1	Acss1	ENSMUSG00000027452	202.408884	245.491342	211.566644	229.679193	155.706186	164.321985	169.784784	164.911539	175.006357	172.641595	166.574945	163.38064	118.25081	104.965898	119.741251	98.988832	52656.1	39110.3	54642.4	77362.2	49351	44777.3	73042.3	46071.2	133095	52380.5	146942	106519	35528.7	16869.5	82405.4	41536
Q9QXG4	Acss2	ENSMUSG00000027605	9.26993	10.701757	10.955535	11.169742	13.957993	10.37161	11.470888	10.131837	8.191747	7.225497	8.9806	6.473198	15.541557	14.339225	13.438044	11.086609	152.167	203.75	297.325	1515.6	664.88	784.474	1007.65	838.251	724.323	390.367	2341.31	958.584	1875.26	970.125	5693.46	3130.04
P68134	Acta1	ENSMUSG00000031972	7.091906	8.310164	7.475072	7.982066	9.136392	11.622624	10.25874	11.613769	8.946074	8.690945	6.376476	7.756076	10.406179	11.291874	9.921713	13.388585	0	0	0	0	0	0	0	0	798.274	0	0	0	0	0	1930.99	0
P60710	Actb	ENSMUSG00000029580	5478.315332	6509.047266	5612.229395	5742.050195	7116.058984	8056.001367	7750.991113	9488.369531	6167.987695	6062.065332	4455.67666	6561.09707	7620.514551	9098.991602	6792.287012	9287.250391	9585940	11451400	8182010	9505490	11947100	12828500	10213400	11556900	21581200	17605000	15714800	16304100	11949300	11523700	12929700	13103600
P63260	Actg1	ENSMUSG00000062825	316.840906	369.753961	299.910822	317.249078	393.092828	418.444879	390.172113	406.658136	379.79812	360.589929	297.039789	346.366968	394.957758	388.173151	348.249628	387.708582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Z2N8	Actl6a	ENSMUSG00000027671	82.885225	104.12108	94.255769	89.907709	103.893419	104.496645	111.01243	118.835596	97.051118	87.417329	83.577043	89.565355	113.902628	112.879198	106.596628	98.888223	88021.4	80314.7	89014.7	144631	89948.5	102331	113019	100550	184007	103226	172555	126352	91002.5	55295.6	161777	91121
P57780	Actn4	ENSMUSG00000054808	108.2166	136.772729	106.672517	133.681543	128.353586	146.43728	139.189706	140.086862	127.034021	123.076822	106.74389	100.044824	147.197885	145.115137	139.297235	128.872293	80408.9	79446.3	109284	155821	114001	104081	165635	110664	253170	104418	237141	177590	122438	84605.2	268447	118197
Q9QZB7	Actr10	ENSMUSG00000021076	28.981952	34.529775	30.609876	32.30116	42.248155	41.572858	37.182016	37.589735	36.910596	37.626371	37.63548	37.8938	40.970007	40.062559	40.008844	44.011552	6486.34	8949.09	8703.13	14786.3	10796.6	9772.58	13150.7	10937.3	22483.5	10958	25270.5	19213.5	9512.9	7175.09	18614.7	13235.7
P61164	Actr1a	ENSMUSG00000025228	74.702966	85.968973	84.564676	85.627336	87.442758	90.49949	88.602525	92.440294	77.476282	76.594034	76.235406	71.256273	91.723917	89.163019	92.935258	87.542017	61176.8	42344	64694.6	81951.4	58167.9	53380.6	83676.5	61983.5	125009	66557.8	141504	89083.4	61833.3	45128.5	105085	57197.7
Q8R5C5	Actr1b	ENSMUSG00000037351	48.626569	56.448457	55.308557	56.07731	60.235696	65.490526	68.480127	60.555887	52.55108	56.601842	67.487634	55.445127	58.45099	66.058183	67.551736	50.661275	7634.85	5902.88	9376.05	14333.1	9211.31	7213.78	14324.2	10849.3	25990.9	11978.3	24682.8	20521.6	11779.9	6176.22	19401.6	11855.9
P61161	Actr2	ENSMUSG00000020152	201.855325	230.334833	198.886163	199.705942	242.484354	256.303278	233.57821	254.630792	251.119241	248.702951	219.626978	260.822778	280.110712	236.406931	260.640466	250.946558	154546	128181	179929	267642	257911	220711	279366	237867	774745	376639	780338	557032	253184	216614	452364	391409
Q99JY9	Actr3	ENSMUSG00000026341	509.634515	617.397546	469.378992	542.91488	717.490991	758.615015	671.811426	678.220483	663.882471	634.924158	559.957178	615.355432	727.882959	629.967859	630.174646	665.132593	295350	298376	340177	585036	615951	592904	634959	476188	1760040	936271	1681510	1195680	635301	484011	1190350	646154
Q80US4	Actr5	ENSMUSG00000037761	42.704446	48.157568	61.336557	55.781496	49.966451	50.126978	71.053865	57.648332	38.258939	43.441801	53.246496	39.340566	49.027601	52.840932	62.195097	41.19977	3961.14	2541.61	4662.27	7623.98	3904.99	4418.19	7008.87	5095.78	10818.1	3272.87	12713	8305.76	3387.41	2046.09	8332.66	6629.39
Q9D864	Actr6	ENSMUSG00000019948	18.975313	22.941375	16.792009	17.425785	26.220983	24.535698	21.337928	26.972313	26.904272	23.111629	26.820861	25.446577	26.819934	27.482566	26.838075	26.652929	908.56	1112.65	1153.46	3311.94	804.382	602.255	2665.59	2169.28	1985.5	1021.76	4355.35	2029.9	280.122	122.824	2647.77	1794.95
Q8R2S9	Actr8	ENSMUSG00000015971	45.103788	54.570188	44.362131	50.231424	56.553697	61.737394	53.907533	61.068697	58.647485	63.195554	62.90682	53.980436	70.342798	71.529932	73.969972	66.164705	2645.6	2215.88	3434.98	4343.7	4117.38	4108.32	6748.52	4967.96	8032.48	5066.9	12863.2	6772.46	4681.01	1248.76	9357.92	4426.41
Q99JW2	Acy1	ENSMUSG00000023262	10.864997	10.207882	13.198177	11.195696	19.354393	19.00884	20.730095	17.970113	26.216074	28.413652	31.467336	24.927246	14.007063	15.981508	18.353998	17.062637	3574.74	5833.65	5075.4	13321.4	6857.83	5532.33	10636.2	8554.32	47361.1	26445.5	64802.6	39097.7	6583.48	4021.9	12893.1	12256.7
P56376	Acyp1	ENSMUSG00000008822	56.600637	65.473154	57.003221	47.981634	68.981767	65.491357	47.001161	61.948053	57.746587	68.758195	44.543745	60.17349	57.330972	67.000658	53.244569	66.225786	101165	89078.8	111071	116896	119399	133613	128238	116447	322946	162372	278127	210252	143247	107376	219608	147647
P03958	Ada	ENSMUSG00000017697	5.25736	5.085659	6.18204	6.771843	6.691165	8.481805	6.787106	5.478452	7.161178	6.320838	8.430609	7.465854	5.611018	5.371112	7.484061	5.54711	17899.6	9499.46	24482.4	35425	9646.11	15099.7	19901.9	12382.6	30091.7	13062.4	42613.9	20962.5	4718.58	1983.75	18228.3	11064.9
Q80SY6	Adal	ENSMUSG00000027259	20.59213	22.535476	17.180307	22.421402	21.200735	21.087122	23.092605	22.654655	23.093128	20.782173	23.108545	19.622266	30.25317	26.385616	18.824562	18.5077	330.882	0	0	572.344	0	0	0	156.563	1810.12	0	3132.27	0	0	0	0	206.774
O35598	Adam10	ENSMUSG00000054693	65.909685	82.77453	60.031858	71.991678	78.488618	83.430963	69.849023	75.179071	90.809259	90.125314	78.532266	89.090471	73.584558	64.970499	67.771883	61.924509	1241.58	912.109	3241.43	3235.36	2083.87	1140.13	4765.5	4004.78	5081.76	2171.14	8423.26	5284.29	1577.15	621.67	3551.27	1987.12
Q9Z0F8	Adam17	ENSMUSG00000052593	50.054952	64.54838	61.176839	58.696203	69.161172	69.969736	75.989046	71.280786	85.067216	74.636339	85.333269	80.673807	71.728944	55.593896	68.945993	59.959959	1385.74	378.281	1116.57	1220.19	1001.19	974.455	2000.28	1932.4	3796.56	411.332	2423.14	2358.09	1306.51	558.113	1707.3	1898.49
Q61072	Adam9	ENSMUSG00000031555	9.435965	8.627413	10.447789	10.921626	12.083984	11.824711	13.232427	11.372293	13.628861	13.474894	16.157043	12.582296	14.046406	12.078343	14.143083	12.41515	0	0	0	0	0	0	0	93.304	0	0	0	110.608	0	0	0	0
E9PY16	Adap1	ENSMUSG00000056413	17.464985	20.647966	22.446695	22.972255	26.252769	25.189514	30.811224	29.079692	5.190031	4.293578	5.42213	3.445908	29.776077	34.016752	30.945633	25.525024	176.631	681.452	0	922.31	1301.7	778.732	3738.24	1791.89	316.909	0	433.276	280.633	4709.07	2177.48	6236.16	2260
Q99MU3	Adar	ENSMUSG00000027951	72.466859	85.611826	112.483354	102.360361	81.844705	98.498888	117.613931	99.633478	80.228304	83.025484	112.754274	96.536501	89.775858	92.265817	105.365114	89.629243	4211.2	3019.85	6847.55	8638.3	4860.11	4682.25	9402.86	6193.4	8873.64	3246.1	13232.2	8076.52	3546.47	2546.8	9586.06	7772.18
Q99MU3-2	Adar	ENSMUSG00000027951	72.466859	85.611826	112.483354	102.360361	81.844705	98.498888	117.613931	99.633478	80.228304	83.025484	112.754274	96.536501	89.775858	92.265817	105.365114	89.629243	105.595	118.42	358.053	0	305.709	227.973	773.365	0	814.472	283.335	1222.98	446.023	284.069	239.198	631.898	0
Q9JHI2	Adat1	ENSMUSG00000031949	6.78376	7.223583	6.515584	7.340599	8.234965	9.595663	8.652402	11.54562	9.465505	14.818052	8.59956	12.925387	9.824391	12.344404	10.60762	9.04293	369.896	210.565	311.275	1400.61	482.826	243.106	1679.75	760.261	4123.45	1241.87	5791.67	1252.22	490.691	196.361	1731.21	2262.39
Q6P6J0	Adat2	ENSMUSG00000019808	1.94882	1.563529	2.652826	2.736853	2.724306	2.27277	2.456488	2.622671	3.110111	3.3012	3.337354	3.588459	2.033682	2.580229	2.91401	3.217146	806.587	564.607	3526.42	4796.1	3008.17	2368.89	2338.4	2373.04	8051.12	2441.31	13620.9	9525.24	1743.68	742.919	9735.01	4485.57
Q6PAT0	Adat3	ENSMUSG00000113640	8.961777	7.422259	8.069432	10.275634	6.43261	10.253937	10.581901	12.966069	6.677624	2.569842	6.867425	5.158158	7.612766	9.933998	9.24373	1.658204	1080.24	726.128	1379.64	3300.35	1970.2	1709.73	1349.08	2904.81	2675.92	1706.27	4637.77	3612.87	2199.26	1226.63	3204.65	3754.64
Q9D0L4	Adck1	ENSMUSG00000021044	13.380196	20.436639	17.035371	18.893915	20.361694	17.71771	19.864145	20.366598	24.160984	25.525432	29.166685	22.169258	18.458379	18.368856	21.858522	16.804706	649.637	1004.26	695.348	1986.11	1493.24	2270.84	4384.54	1520.18	5604.74	3019.24	7177.62	6431.88	1558.54	1053.58	3142.67	1601.7
Q60936	Adck3	ENSMUSG00000026489	60.298719	82.902513	63.275549	72.742815	121.062502	130.364526	109.502031	121.913873	170.971964	198.951822	180.819513	153.931909	99.878473	130.56373	114.202806	86.457109	323.288	0	921.981	2417.69	653.042	609.67	3797.87	3282.2	12439.5	7387.62	21422.9	14902.1	2063.24	1138.16	8151.82	3281.49
Q566J8	Adck4	ENSMUSG00000003762	23.794166	30.208513	25.004118	24.991727	28.478836	33.766149	31.592397	29.559301	36.728639	36.232092	45.08938	29.568998	28.799415	31.967397	34.317381	32.027801	125.631	0	0	965.03	86.2288	101.412	227.579	878.975	3776.21	1641.84	6253.18	4515.39	101.646	0	1675.67	928.589
Q80V03	Adck5	ENSMUSG00000022550	18.379125	19.984138	22.553339	20.883777	25.671396	23.755577	27.822431	26.312996	22.056345	31.306079	34.034349	25.640968	28.239849	30.844694	32.5291	25.048448	0	215.638	0	0	0	0	72.3049	0	0	0	368.685	110.157	0	0	0	0
P51829	Adcy7	ENSMUSG00000031659	104.040956	124.131998	114.561174	131.663217	136.263284	150.26153	141.311777	152.365274	157.445459	171.060617	186.249551	161.974054	140.963586	135.974908	146.345575	118.658243	13.7898	182.873	0	783.386	458.341	610.866	577.019	623.008	809.648	632.079	2277.57	1904.29	293.176	217.072	2535.39	1337.94
Q9QYC0	Add1	ENSMUSG00000029106	272.370203	370.132379	281.537653	305.599573	307.548792	299.003137	270.223016	286.045374	122.434206	106.702325	110.596361	100.06505	358.906702	301.512231	332.911584	260.345056	30298.9	25448.5	26541.8	45722.9	46756.3	51219.7	57120.9	53826.6	29410.3	20907.1	32695.7	28802.4	62253.6	45796.1	81981.6	97125.7
Q9QYC0-2	Add1	ENSMUSG00000029106	272.370203	370.132379	281.537653	305.599573	307.548792	299.003137	270.223016	286.045374	122.434206	106.702325	110.596361	100.06505	358.906702	301.512231	332.911584	260.345056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9QYB5	Add3	ENSMUSG00000025026	161.015359	193.045923	150.614099	168.295999	268.309534	268.911066	226.218698	245.191385	141.061655	130.664423	120.615549	128.174738	345.894525	302.317834	326.210138	275.802972	0	0	183.971	0	0	182.579	0	0	0	0	0	0	3548.95	902.402	4684.9	0
Q9QYB5-2	Add3	ENSMUSG00000025026	161.015359	193.045923	150.614099	168.295999	268.309534	268.911066	226.218698	245.191385	141.061655	130.664423	120.615549	128.174738	345.894525	302.317834	326.210138	275.802972	33948.2	21316.6	36019.7	55036	54498.9	58810.1	71260.6	70777	50774.9	18046.1	42935.6	37415.2	73702.2	46368.1	123895	86976
P28474	Adh5	ENSMUSG00000028138	91.420045	113.891664	91.462831	102.228418	117.021669	123.079179	110.335924	121.953081	120.218462	109.253107	104.266664	108.700334	114.966875	108.748026	99.215906	114.622926	104791	111870	131984	207099	168442	149010	212898	162808	446682	250885	467018	378671	142047	88786.6	267304	165072
Q99JT9	Adi1	ENSMUSG00000020629	49.237985	65.568239	55.230405	61.833894	62.745767	70.187845	70.07863	69.532129	85.339998	84.677728	79.112352	74.252214	56.693498	67.628526	52.963632	61.438387	7579.28	5546.15	6721.09	27248.2	5177.03	10653.5	11094	12224.1	32909.9	18574.8	61620.7	37900.6	5678.81	4285.46	17205.7	15967.5
P55264	Adk	ENSMUSG00000039197	22.730304	18.735468	20.242401	17.878957	23.12816	23.184892	24.496708	22.030239	29.758085	27.166025	29.243847	34.452924	17.195284	15.270184	24.664133	19.966695	43493	26963.1	44301.3	56264.2	33332.7	37464.8	45242.9	43052.7	98936.9	67920.1	182284	87934.5	53257.8	34724.8	77765	58795.6
Q9Z103	Adnp	ENSMUSG00000051149	7.516483	27.336658	30.697088	29.231405	30.905378	29.916998	35.650419	32.868459	34.823186	34.016512	47.119775	25.946718	35.499258	26.12533	35.319196	32.14686	7899.04	7583.13	11199.1	22330.2	8643.44	6967.86	14722.1	13128.7	15308.8	7688.2	23012.4	13514.7	5321.31	3122.53	14586.9	14430.2
Q8CHC8	Adnp2	ENSMUSG00000053950	9.195291	10.922522	11.866309	11.233602	13.075465	13.2454	14.586822	15.005201	17.506723	14.561736	15.56976	14.638798	14.883974	12.499155	15.071083	13.660898	0	0	205.677	138.88	0	0	360.321	507.577	0	0	361.935	190.848	0	56.0356	119.5	114.316
Q6PDY2	Ado	ENSMUSG00000057134	11.10224	10.110774	9.976185	10.406029	13.09909	12.871939	11.114488	11.659349	13.021803	12.932419	14.394614	10.824049	14.201116	10.976106	13.736524	12.30819	6057.05	7269.32	9856.24	16492.2	6988.61	7347.07	12564.2	12912.8	18643.6	11414.6	44918.8	15837.4	8866.11	5688.94	24662.8	17317.3
Q8VDL4	Adpgk	ENSMUSG00000025236	49.105039	65.606439	62.35259	61.596536	60.956167	61.813543	69.745775	69.064691	60.682512	61.007017	75.524255	60.683904	56.639913	52.023088	57.973974	47.163129	9069.5	10599.6	13865.8	19419.5	23844.3	16721.5	29123.1	24964.1	40177.3	25341.4	53680.9	37907.9	22992.6	13468.1	41336.8	38874.9
P54923	Adprh	ENSMUSG00000002844	106.428506	119.597978	103.933603	118.328401	131.959451	131.014246	126.872598	130.794809	134.038171	117.620638	112.519861	113.847635	127.660234	127.913629	123.67299	120.342905	42806.8	26307.1	55947.2	97718.4	54105.8	49814.4	92091.5	53660.1	158821	77076	219621	135685	53282.7	29327.8	111383	71001.3
Q8CG72	Adprhl2	ENSMUSG00000042558	56.660947	65.376009	59.885126	67.088007	79.208269	81.181291	82.62166	85.168398	71.506281	70.989435	77.466966	62.424982	88.414804	93.720674	86.156465	76.089105	7244.72	8116.88	8400.44	22259.6	16569.2	17180.7	16368.3	19693.6	66330.7	32385.4	91677.5	58278	25131.8	24100.1	41562.3	37589.2
Q99KS6-2	Adprm	ENSMUSG00000020910	34.339365	33.930723	29.684234	37.764078	40.169088	41.584005	35.50332	35.162069	44.53824	43.380502	43.827169	49.05435	46.57699	42.60441	44.488706	41.236799	0	0	0	333.585	0	0	994.541	0	8090.48	0	4772.78	1498.84	0	0	6271.33	0
P18762	Adrb2	ENSMUSG00000045730	88.157793	111.467905	136.007608	125.048235	137.915781	141.610574	162.10264	152.183298	53.471513	71.022646	89.045389	62.953012	172.237711	186.484323	214.694742	176.126489	0	0	102.117	0	0	0	221.141	202.754	0	0	0	0	0	0	326.508	339.533
Q99MK8	Adrbk1	ENSMUSG00000024858	352.827783	488.221216	442.085016	470.427332	403.999445	479.477716	466.662622	467.456354	260.518823	257.861536	316.550256	251.321695	392.652765	405.889032	443.200739	373.251428	39972.9	35440.6	46413.8	69037.6	43255.9	40202.2	65599.6	48862.5	56243.3	29271.5	59846.5	45116.3	35362.1	23417.7	71173.6	61791.6
Q9JKV1	Adrm1	ENSMUSG00000039041	62.284387	72.966631	73.514383	66.81418	78.90703	84.953256	78.871103	74.10898	66.889536	75.973146	72.512346	65.666544	84.706689	90.907831	75.041826	74.475755	19025.2	19487.3	37343.1	40840.5	21624.8	19364.3	41442.2	29987.5	47927.6	28980.9	67452.5	49913	14956.9	14494	37069.6	24560.7
P54822	Adsl	ENSMUSG00000022407	58.987707	62.22075	56.760049	64.645013	77.546037	86.954416	90.80649	85.708917	74.999406	94.535883	87.731104	69.499445	74.974733	98.449091	75.344301	57.484224	28845.8	36345.7	46300.1	64763.8	49266	55252.8	87423.6	52454.4	237215	102991	256955	145383	69337.2	45346.4	131504	61604.6
P46664	Adss	ENSMUSG00000015961	40.778547	47.246709	45.530801	49.08037	51.722192	50.547472	55.465219	53.399046	57.958536	52.368799	59.862367	53.147329	50.104116	45.732492	51.826566	46.730222	32849.2	28609.9	48248.1	50162.4	33289.3	23999.5	36200.8	27395.7	72728.3	39221.8	78584.2	54527.4	23781.2	16061	41811.4	20032.2
P28650	Adssl1	ENSMUSG00000011148	46.165193	40.857851	51.233808	46.45788	15.798082	12.030129	15.970651	15.47883	18.822462	13.901173	13.161475	10.854372	6.780293	8.291164	7.932238	9.88033	58874.6	50507	66403.8	106696	38546.6	36876.2	52557	37553.6	13480	5754.49	16422	12983.1	3005.28	2878.28	9566.66	2703.03
